timestamp_utc,symbol,direction,entry_price,stop_loss,take_profit
2026-09-03T10:22:02.023100+00:00,EURUSD,BUY,1.1605,1.1604,1.16053
2026-09-03T10:22:02.023100+00:00,GBPUSD,BUY,1.34913,1.34903,1.34916
2026-09-03T10:22:02.023100+00:00,USDJPY,BUY,156.39999,156.38999,156.40299
2026-09-03T10:33:34.936476+00:00,XAUUSD,SELL,4468.7002,4468.8502,4468.6602
2026-09-03T10:33:34.936476+00:00,EURUSD,BUY,1.16023,1.16013,1.16026
2026-09-03T10:33:34.936476+00:00,GBPUSD,BUY,1.34893,1.34883,1.34896
2026-09-03T10:33:34.936476+00:00,USDJPY,BUY,156.356,156.346,156.359
2026-09-03T10:43:57.391771+00:00,XAUUSD,BUY,4470.2998,4470.1498,4470.3398
2026-09-03T10:43:57.391771+00:00,EURUSD,BUY,1.16009,1.15999,1.16012
2026-09-03T10:43:57.391771+00:00,GBPUSD,BUY,1.34867,1.34857,1.3487
2026-09-03T10:43:57.391771+00:00,USDJPY,BUY,156.464,156.454,156.467
2026-09-03T10:51:54.437976+00:00,XAUUSD,BUY,4472.0,4471.85,4472.04
2026-09-03T10:51:54.437976+00:00,EURUSD,BUY,1.16036,1.16026,1.16039
2026-09-03T10:51:54.437976+00:00,GBPUSD,BUY,1.34889,1.34879,1.34892
2026-09-03T10:51:54.437976+00:00,USDJPY,BUY,156.382,156.372,156.385
2026-09-03T10:59:46.988315+00:00,XAUUSD,SELL,4470.7002,4470.8502,4470.6602
2026-09-03T10:59:46.988315+00:00,EURUSD,BUY,1.16077,1.16067,1.1608
2026-09-03T10:59:46.988315+00:00,GBPUSD,BUY,1.34945,1.34935,1.34948
2026-09-03T10:59:46.988315+00:00,USDJPY,BUY,156.317,156.307,156.32
2026-09-03T11:13:14.591664+00:00,XAUUSD,BUY,4472.7998,4472.6498,4472.8398
2026-09-03T11:13:14.591664+00:00,EURUSD,BUY,1.16104,1.16094,1.16107
2026-09-03T11:13:14.591664+00:00,GBPUSD,BUY,1.34978,1.34968,1.34981
2026-09-03T11:13:14.591664+00:00,USDJPY,BUY,156.103,156.093,156.106
2026-09-03T11:25:11.766773+00:00,XAUUSD,BUY,4479.3999,4479.2499,4479.4399
2026-09-03T11:25:11.766773+00:00,EURUSD,BUY,1.16144,1.16134,1.16147
2026-09-03T11:25:11.766773+00:00,GBPUSD,BUY,1.34947,1.34937,1.3495
2026-09-03T11:25:11.766773+00:00,USDJPY,BUY,156.01801,156.00801,156.02101
2026-09-03T11:35:15.018165+00:00,XAUUSD,SELL,4476.8999,4477.0499,4476.8599
2026-09-03T11:35:15.018165+00:00,EURUSD,BUY,1.16131,1.16121,1.16134
2026-09-03T11:35:15.018165+00:00,GBPUSD,BUY,1.34931,1.34921,1.34934
2026-09-03T11:35:15.018165+00:00,USDJPY,BUY,156.07201,156.06201,156.07501
2026-09-03T11:45:12.715234+00:00,XAUUSD,BUY,4481.1001,4480.9501,4481.1401
2026-09-03T11:45:12.715234+00:00,GBPUSD,BUY,1.34904,1.34894,1.34907
2026-09-03T11:45:12.715234+00:00,USDJPY,BUY,156.213,156.203,156.216
2026-09-03T11:52:45.488307+00:00,XAUUSD,BUY,4484.7002,4484.5502,4484.7402
2026-09-03T11:52:45.488307+00:00,EURUSD,BUY,1.16144,1.16134,1.16147
2026-09-03T11:52:45.488307+00:00,GBPUSD,BUY,1.34924,1.34914,1.34927
2026-09-03T11:52:45.488307+00:00,USDJPY,BUY,156.166,156.156,156.169
2026-09-03T12:00:33.050787+00:00,XAUUSD,BUY,4485.0,4484.85,4485.04
2026-09-03T12:00:33.050787+00:00,EURUSD,BUY,1.16158,1.16148,1.16161
2026-09-03T12:00:33.050787+00:00,GBPUSD,BUY,1.34953,1.34943,1.34956
2026-09-03T12:00:33.050787+00:00,USDJPY,BUY,156.123,156.113,156.126
