datetime,open,high,low,close
2026-08-15 12:45:00,4375.60165,4375.73438,4375.58744,4375.6954
2026-08-15 12:50:00,4375.60771,4375.80605,4375.54617,4375.60166
2026-08-15 12:55:00,4375.60569,4375.75023,4375.58664,4375.58664
2026-08-15 13:00:00,4375.60708,4375.79634,4375.54176,4375.67729
2026-08-15 13:05:00,4375.60525,4375.75102,4375.59669,4375.69205
2026-08-15 13:10:00,4375.60769,4375.79844,4375.5406,4375.59288
2026-08-15 13:15:00,4375.60165,4375.72769,4375.57728,4375.57728
2026-08-15 13:20:00,4375.59399,4375.78983,4375.52894,4375.67288
2026-08-15 13:25:00,4375.59616,4375.74986,4375.59257,4375.68038
2026-08-15 13:30:00,4375.59973,4375.79544,4375.5361,4375.58655
2026-08-15 13:35:00,4375.59973,4375.72443,4375.57338,4375.58675
2026-08-15 13:40:00,4375.59973,4375.79552,4375.5362,4375.68057
2026-08-15 13:45:00,4375.59973,4375.7614,4375.59675,4375.6723
2026-08-15 13:50:00,4375.59565,4375.78752,4375.5307,4375.57853
2026-08-15 13:55:00,4375.59561,4375.73498,4375.56115,4375.58745
2026-08-15 14:00:00,4375.5959,4375.79652,4375.53876,4375.68433
2026-08-15 14:05:00,4375.59973,4375.76893,4375.59132,4375.67173
2026-08-15 14:10:00,4375.59973,4375.79047,4375.5341,4375.57904
2026-08-15 14:15:00,4375.59973,4375.74413,4375.55834,4375.66994
2026-08-15 14:20:00,4375.60526,4375.80228,4375.54649,4375.69316
2026-08-15 14:25:00,4375.60515,4375.78084,4375.59028,4375.6749
2026-08-15 14:30:00,4375.60759,4375.80098,4375.54029,4375.58189
2026-08-15 14:35:00,4375.6058,4375.75253,4375.5583,4375.59788
2026-08-15 14:40:00,4375.598,4375.79541,4375.53419,4375.69067
2026-08-15 14:45:00,4375.60007,4375.78162,4375.5715,4375.65994
2026-08-15 14:50:00,4375.59765,4375.7936,4375.53623,4375.57313
2026-08-15 14:55:00,4375.59938,4375.75945,4375.54654,4375.65261
2026-08-15 15:00:00,4375.59958,4375.79142,4375.53266,4375.69122
2026-08-15 15:05:00,4375.59782,4375.78654,4375.5655,4375.65676
2026-08-15 15:10:00,4375.59973,4375.80414,4375.54423,4375.57687
2026-08-15 15:15:00,4375.60583,4375.77785,4375.55017,4375.65596
2026-08-15 15:20:00,4375.60905,4375.79637,4375.54176,4375.70068
2026-08-15 15:25:00,4375.60511,4375.7978,4375.56853,4375.66827
2026-08-15 15:30:00,4375.6075,4375.80227,4375.54762,4375.57503
2026-08-15 15:35:00,4375.60547,4375.78464,4375.5465,4375.64989
2026-08-15 15:40:00,4375.60557,4375.79252,4375.54031,4375.70226
2026-08-15 15:45:00,4375.60547,4375.80097,4375.56216,4375.67383
2026-08-15 15:50:00,4375.60747,4375.80127,4375.55022,4375.57182
2026-08-15 15:55:00,4375.60394,4375.78699,4375.54008,4375.64319
2026-08-15 16:00:00,4375.60547,4375.78549,4375.54183,4375.70139
2026-08-15 16:05:00,4375.60318,4375.79923,4375.55262,4375.67748
2026-08-15 16:10:00,4375.60552,4375.79925,4375.55571,4375.57103
2026-08-15 16:15:00,4375.60394,4375.79198,4375.53849,4375.63172
2026-08-15 16:20:00,4375.59973,4375.77528,4375.53682,4375.69813
2026-08-15 16:25:00,4375.60011,4375.79652,4375.54026,4375.67815
2026-08-15 16:30:00,4375.59781,4375.79616,4375.5602,4375.56883
2026-08-15 16:35:00,4375.60241,4375.79603,4375.53793,4375.63957
2026-08-15 16:40:00,4375.60548,4375.77297,4375.54786,4375.70196
2026-08-15 16:45:00,4375.60318,4375.80036,4375.54453,4375.68789
2026-08-15 16:50:00,4375.60545,4375.79224,4375.56908,4375.57097
2026-08-15 16:55:00,4375.60394,4375.7991,4375.53839,4375.64536
2026-08-15 17:00:00,4375.60552,4375.76546,4375.55233,4375.70147
2026-08-15 17:05:00,4375.60318,4375.79939,4375.54196,4375.69329
2026-08-15 17:10:00,4375.60727,4375.78934,4375.57361,4375.57361
2026-08-15 17:15:00,4375.60585,4375.80305,4375.54174,4375.65288
2026-08-15 17:20:00,4375.60746,4375.75931,4375.5576,4375.70239
2026-08-15 17:25:00,4375.60547,4375.7974,4375.5423,4375.69738
2026-08-15 17:30:00,4375.60538,4375.77353,4375.56926,4375.56926
2026-08-15 17:35:00,4375.59936,4375.7946,4375.53879,4375.64931
2026-08-15 17:40:00,4375.59771,4375.74363,4375.55664,4375.695
2026-08-15 17:45:00,4375.6001,4375.79402,4375.53984,4375.6975
2026-08-15 17:50:00,4375.59973,4375.77682,4375.57657,4375.57657
2026-08-15 17:55:00,4375.60583,4375.80419,4375.54468,4375.66401
2026-08-15 18:00:00,4375.60753,4375.74084,4375.57288,4375.69896
2026-08-15 18:05:00,4375.60512,4375.79532,4375.53647,4375.7062
2026-08-15 18:10:00,4375.60708,4375.76932,4375.57878,4375.57878
2026-08-15 18:15:00,4375.60582,4375.80322,4375.54206,4375.66932
2026-08-15 18:20:00,4375.60756,4375.73125,4375.57884,4375.69646
2026-08-15 18:25:00,4375.60547,4375.79922,4375.54182,4375.70925
2026-08-15 18:30:00,4375.60529,4375.75897,4375.57961,4375.57961
2026-08-15 18:35:00,4375.60389,4375.79927,4375.5385,4375.67259
2026-08-15 18:40:00,4375.60567,4375.7397,4375.58764,4375.69163
2026-08-15 18:45:00,4375.60324,4375.8003,4375.54433,4375.60156
2026-08-15 18:50:00,4375.60526,4375.74428,4375.58296,4375.58296
2026-08-15 18:55:00,4375.60294,4375.7942,4375.53601,4375.67185
2026-08-15 19:00:00,4375.59973,4375.74206,4375.58967,4375.68415
2026-08-15 19:05:00,4375.60003,4375.79649,4375.53677,4375.58904
2026-08-15 19:10:00,4375.59806,4375.74024,4375.58027,4375.58437
2026-08-15 19:15:00,4375.60223,4375.79908,4375.53838,4375.6819
2026-08-15 19:20:00,4375.60573,4375.75832,4375.60165,4375.68454
2026-08-15 19:25:00,4375.60328,4375.7994,4375.54197,4375.59256
2026-08-15 19:30:00,4375.60521,4375.73012,4375.57391,4375.58831
2026-08-15 19:35:00,4375.60218,4375.80116,4375.53985,4375.68606
2026-08-15 19:40:00,4375.60575,4375.76664,4375.59973,4375.6765
2026-08-15 19:45:00,4375.59922,4375.79748,4375.5404,4375.58858
2026-08-15 19:50:00,4375.60518,4375.73753,4375.57169,4375.59482
2026-08-15 19:55:00,4375.60307,4375.79459,4375.53877,4375.68234
2026-08-15 20:00:00,4375.59751,4375.76687,4375.59131,4375.66981
2026-08-15 20:05:00,4375.59782,4375.78855,4375.53218,4375.57712
2026-08-15 20:10:00,4375.59782,4375.74545,4375.56216,4375.59915
2026-08-15 20:15:00,4375.60378,4375.79844,4375.54067,4375.68947
2026-08-15 20:20:00,4375.60165,4375.77921,4375.58644,4375.66692
2026-08-15 20:25:00,4375.59993,4375.79524,4375.53844,4375.57984
2026-08-15 20:30:00,4375.60323,4375.75464,4375.55421,4375.65956
2026-08-15 20:35:00,4375.59973,4375.79548,4375.53615,4375.69056
2026-08-15 20:40:00,4375.59973,4375.78139,4375.57358,4375.66196
2026-08-15 20:45:00,4375.59973,4375.79548,4375.53615,4375.57324
2026-08-15 20:50:00,4375.59973,4375.76121,4375.54674,4375.66042
2026-08-15 20:55:00,4375.60388,4375.80126,4375.54045,4375.70055
2026-08-15 21:00:00,4375.60774,4375.78606,4375.56565,4375.65655
2026-08-15 21:05:00,4375.59987,4375.7946,4375.53678,4375.56903
2026-08-15 21:10:00,4375.59782,4375.76699,4375.54024,4375.64626
